ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
1122,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 20 into mug 18 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 3,Trial 3.xml
1123,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 24 into mug 13 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 4,Trial 4.xml
1124,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 8 into mug 31 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 5,Trial 5.xml
1125,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 11 into mug 15 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 6,Trial 6.xml
1126,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 7 into mug 9 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 7,Trial 7.xml
1127,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 32 into mug 4 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 8,Trial 8.xml
1128,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 10 into mug 5 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 9,Trial 9.xml
1129,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 12 into mug 30 \n,BBM15,Expt 1 (Pouring),Mug and Sugar box,Trial 10,Trial 10.xml
1130,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 26 into bowl 15 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 1,Trial 1.xml
1131,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 2 into bowl 8 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 2,Trial 2.xml
1132,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 2 into bowl 11 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 3,Trial 3.xml
1133,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 25 into bowl 6 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 4,Trial 4.xml
1134,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 32 into bowl 25 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 5,Trial 5.xml
1135,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 14 into bowl 31 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 6,Trial 6.xml
1136,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 2 into bowl 21 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 7,Trial 7.xml
1137,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 7 into bowl 19 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 8,Trial 8.xml
1138,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 4 into bowl 31 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 9,Trial 9.xml
1139,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 25 into bowl 3 \n,BBM15,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 10,Trial 10.xml
1140,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 10 into bowl 21 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 1,Trial 1.xml
1141,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 20 into bowl 19 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 2,Trial 2.xml
1142,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 8 into bowl 18 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 3,Trial 3.xml
1143,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 1 into bowl 12 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 4,Trial 4.xml
1144,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 7 into bowl 18 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 5,Trial 5.xml
1145,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 24 into bowl 16 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 6,Trial 6.xml
1146,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 14 into bowl 4 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 7,Trial 7.xml
1147,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 4 into bowl 23 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 8,Trial 8.xml
1148,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 29 into bowl 22 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 9,Trial 9.xml
1149,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 14 into bowl 20 \n,BBM15,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 10,Trial 10.xml
1150,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 14 into bowl 21 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 1,Trial 1.xml
1151,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 24 into bowl 32 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 2,Trial 2.xml
1152,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 17 into bowl 29 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 3,Trial 3.xml
1153,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handright bowl to pour pudding_box 21 into bowl 12 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 4,Trial 4.xml
1154,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 31 into bowl 21 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 5,Trial 5.xml
1155,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 31 into bowl 6 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 6,Trial 6.xml
1156,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 8 into bowl 24 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 7,Trial 7.xml
1157,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 20 into bowl 11 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 8,Trial 8.xml
1158,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 4 into bowl 18 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 9,Trial 9.xml
1159,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 29 into bowl 11 \n,BBM15,Expt 1 (Pouring),Bowl and Pudding box,Trial 10,Trial 10.xml
1160,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 15 into bowl 30 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 1,Trial 1.xml
1161,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 2 into bowl 9 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 2,Trial 2.xml
1162,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 23 into bowl 3 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 3,Trial 3.xml
1163,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 12 into bowl 22 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 4,Trial 4.xml
1164,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 25 into bowl 20 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
1165,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 24 into bowl 7 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
1166,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 23 into bowl 20 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
1167,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 32 into bowl 10 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
1168,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 32 into bowl 8 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
1169,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 26 into bowl 30 \n,BBM15,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
1170,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 4 into bowl 29 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
1171,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 1 into bowl 6 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
1172,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 12 into bowl 13 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
1173,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 18 into bowl 7 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
1174,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 13 into bowl 12 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
1175,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 3 into bowl 6 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
1176,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 20 into bowl 2 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
1177,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 28 into bowl 14 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
1178,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 15 into bowl 21 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
1179,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 1 into bowl 12 \n,BBM15,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
